locus_tag	ftype	length_bp	gene	EC_number	COG	product
OEAHBEAM_03202	tRNA	75				tRNA-Arg(cct)
OEAHBEAM_03203	CDS	1158	intS_2		COG0582	Prophage integrase IntS
OEAHBEAM_03204	CDS	1137				hypothetical protein
OEAHBEAM_03205	CDS	681				hypothetical protein
OEAHBEAM_03206	CDS	468				hypothetical protein
OEAHBEAM_03207	CDS	570				hypothetical protein
OEAHBEAM_03208	CDS	648				hypothetical protein
OEAHBEAM_03209	CDS	1413				hypothetical protein
OEAHBEAM_03210	CDS	177				hypothetical protein
OEAHBEAM_03211	CDS	627	bin3			Putative transposon Tn552 DNA-invertase bin3
OEAHBEAM_03212	CDS	1248	cscB			Sucrose permease
OEAHBEAM_03213	CDS	915	scrK	2.7.1.4	COG0524	Fructokinase
OEAHBEAM_03214	CDS	1434	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
OEAHBEAM_03215	CDS	954	cytR_1		COG1609	HTH-type transcriptional repressor CytR
OEAHBEAM_03216	CDS	219	dsdX		COG2610	D-serine transporter DsdX
OEAHBEAM_03217	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
OEAHBEAM_03218	CDS	1539	emrY			putative multidrug resistance protein EmrY
OEAHBEAM_03219	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
OEAHBEAM_03220	CDS	615	evgA			DNA-binding transcriptional activator EvgA
OEAHBEAM_03221	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
OEAHBEAM_03222	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
OEAHBEAM_03223	CDS	945				hypothetical protein
OEAHBEAM_03224	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
OEAHBEAM_03225	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
OEAHBEAM_03226	CDS	636	yfdX			Protein YfdX
OEAHBEAM_03227	CDS	276				hypothetical protein
OEAHBEAM_03228	CDS	243				hypothetical protein
OEAHBEAM_03229	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
OEAHBEAM_03230	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
OEAHBEAM_03231	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
OEAHBEAM_03232	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
OEAHBEAM_03233	CDS	858	rhaR_2			HTH-type transcriptional activator RhaR
OEAHBEAM_03234	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
OEAHBEAM_03235	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
OEAHBEAM_03236	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
OEAHBEAM_03237	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
OEAHBEAM_03238	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
OEAHBEAM_03239	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
OEAHBEAM_03240	CDS	1257	yfeO			Putative ion-transport protein YfeO
OEAHBEAM_03241	CDS	327				hypothetical protein
OEAHBEAM_03242	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
OEAHBEAM_03243	CDS	1203	nupC		COG1972	Nucleoside permease NupC
OEAHBEAM_03244	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
OEAHBEAM_03245	tRNA	76				tRNA-Ala(ggc)
OEAHBEAM_03246	tRNA	76				tRNA-Ala(ggc)
OEAHBEAM_03247	CDS	360				hypothetical protein
OEAHBEAM_03248	CDS	372				hypothetical protein
OEAHBEAM_03249	CDS	1149				IS200/IS605 family transposase IS609
OEAHBEAM_03250	CDS	543				hypothetical protein
OEAHBEAM_03251	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
OEAHBEAM_03252	tRNA	76				tRNA-Val(tac)
OEAHBEAM_03253	tRNA	76				tRNA-Val(tac)
OEAHBEAM_03254	tRNA	76				tRNA-Val(tac)
OEAHBEAM_03255	tRNA	76				tRNA-Lys(ttt)
OEAHBEAM_03256	CDS	342				hypothetical protein
OEAHBEAM_03257	CDS	927	cynR_2			HTH-type transcriptional regulator CynR
OEAHBEAM_03258	CDS	999				hypothetical protein
OEAHBEAM_03259	CDS	219				hypothetical protein
OEAHBEAM_03260	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
OEAHBEAM_03261	CDS	987	zipA		COG3115	Cell division protein ZipA
OEAHBEAM_03262	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
OEAHBEAM_03263	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
OEAHBEAM_03264	CDS	258	ptsH_1		COG1925	Phosphocarrier protein HPr
OEAHBEAM_03265	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
OEAHBEAM_03266	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
OEAHBEAM_03267	CDS	852	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
OEAHBEAM_03268	CDS	333				hypothetical protein
OEAHBEAM_03269	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
OEAHBEAM_03270	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
OEAHBEAM_03271	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
OEAHBEAM_03272	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
OEAHBEAM_03273	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
OEAHBEAM_03274	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
OEAHBEAM_03275	CDS	858	murR_1		COG1737	HTH-type transcriptional regulator MurR
OEAHBEAM_03276	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
OEAHBEAM_03277	CDS	1425	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
OEAHBEAM_03278	CDS	1305	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
OEAHBEAM_03279	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
OEAHBEAM_03280	CDS	576	yfeY			putative protein YfeY
OEAHBEAM_03281	CDS	450	yfeZ			Inner membrane protein YfeZ
OEAHBEAM_03282	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
OEAHBEAM_03283	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
OEAHBEAM_03284	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
OEAHBEAM_03285	CDS	1053				hypothetical protein
OEAHBEAM_03286	CDS	501	eutK		COG4577	Ethanolamine utilization protein EutK
OEAHBEAM_03287	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
OEAHBEAM_03288	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
OEAHBEAM_03289	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
OEAHBEAM_03290	CDS	1404				hypothetical protein
OEAHBEAM_03291	CDS	1227				hypothetical protein
OEAHBEAM_03292	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
OEAHBEAM_03293	CDS	837	ftsA_2			Cell division protein FtsA
OEAHBEAM_03294	CDS	1404	proA_2	1.2.1.41		Gamma-glutamyl phosphate reductase
OEAHBEAM_03295	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
OEAHBEAM_03296	CDS	336	eutM		COG4577	Ethanolamine utilization protein EutM
OEAHBEAM_03297	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
OEAHBEAM_03298	CDS	732				hypothetical protein
OEAHBEAM_03299	CDS	702	eutQ		COG4766	Ethanolamine utilization protein EutQ
OEAHBEAM_03300	CDS	480	pduV		COG4917	Propanediol utilization protein PduV
OEAHBEAM_03301	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
OEAHBEAM_03302	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
OEAHBEAM_03303	CDS	951	tal	2.2.1.2		Transaldolase
OEAHBEAM_03304	CDS	2004	tktB	2.2.1.1	COG0021	Transketolase 2
OEAHBEAM_03305	CDS	1044				hypothetical protein
OEAHBEAM_03306	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
OEAHBEAM_03307	CDS	1980		1.18.1.2		Ferredoxin--NADP reductase
OEAHBEAM_03308	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
OEAHBEAM_03309	CDS	3114	acrB_3		COG0841	Multidrug efflux pump subunit AcrB
OEAHBEAM_03310	CDS	357	yffB		COG1393	Protein YffB
OEAHBEAM_03311	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
OEAHBEAM_03312	CDS	201				hypothetical protein
OEAHBEAM_03313	CDS	699				hypothetical protein
OEAHBEAM_03314	CDS	2016	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
OEAHBEAM_03315	CDS	864			COG2321	putative protein
OEAHBEAM_03316	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
OEAHBEAM_03317	CDS	231				hypothetical protein
OEAHBEAM_03318	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
OEAHBEAM_03319	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
OEAHBEAM_03320	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
OEAHBEAM_03321	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
OEAHBEAM_03322	CDS	618	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
OEAHBEAM_03323	CDS	2019	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
OEAHBEAM_03324	CDS	948	hyfC	1.-.-.-	COG0650	Hydrogenase-4 component C
OEAHBEAM_03325	CDS	1440	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
OEAHBEAM_03326	CDS	651	hyfE	1.-.-.-	COG4237	Hydrogenase-4 component E
OEAHBEAM_03327	CDS	1566	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
OEAHBEAM_03328	CDS	1716	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
OEAHBEAM_03329	CDS	546	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
OEAHBEAM_03330	CDS	759	hycG_1		COG3260	Formate hydrogenlyase subunit 7
OEAHBEAM_03331	CDS	414				hypothetical protein
OEAHBEAM_03332	CDS	2013	hyfR		COG3604	DNA-binding transcriptional activator HyfR
OEAHBEAM_03333	CDS	849	focB		COG2116	putative formate transporter 2
OEAHBEAM_03334	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
OEAHBEAM_03335	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
OEAHBEAM_03336	CDS	360	yfgD		COG1393	putative protein YfgD
OEAHBEAM_03337	CDS	747	hda		COG0593	DnaA regulatory inactivator Hda
OEAHBEAM_03338	CDS	1290	uraA		COG2233	Uracil permease
OEAHBEAM_03339	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
OEAHBEAM_03340	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
OEAHBEAM_03341	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
OEAHBEAM_03342	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
OEAHBEAM_03343	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
OEAHBEAM_03344	CDS	2244	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
OEAHBEAM_03345	CDS	153				hypothetical protein
OEAHBEAM_03346	CDS	174	yfgG			Protein YfgG
OEAHBEAM_03347	CDS	516				hypothetical protein
OEAHBEAM_03348	CDS	540				hypothetical protein
OEAHBEAM_03349	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
OEAHBEAM_03350	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
OEAHBEAM_03351	CDS	1371	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
OEAHBEAM_03352	CDS	216	yfgJ			putative protein YfgJ
OEAHBEAM_03353	CDS	1473	der		COG1160	GTPase Der
OEAHBEAM_03354	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
OEAHBEAM_03355	CDS	621				hypothetical protein
OEAHBEAM_03356	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
OEAHBEAM_03357	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
OEAHBEAM_03358	CDS	1014	rodZ		COG1426	Cytoskeleton protein RodZ
OEAHBEAM_03359	CDS	1155	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
OEAHBEAM_03360	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
OEAHBEAM_03361	CDS	855	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
OEAHBEAM_03362	CDS	822				hypothetical protein
OEAHBEAM_03363	CDS	630	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OEAHBEAM_03364	CDS	2382	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
OEAHBEAM_03365	CDS	2274	pbpC		COG4953	Penicillin-binding protein 1C
OEAHBEAM_03366	CDS	4962	yfhM		COG2373	Alpha-2-macroglobulin
OEAHBEAM_03367	CDS	846	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
OEAHBEAM_03368	CDS	777				hypothetical protein
OEAHBEAM_03369	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
OEAHBEAM_03370	CDS	201	iscX		COG2975	Protein IscX
OEAHBEAM_03371	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
OEAHBEAM_03372	CDS	1851	hscA		COG0443	Chaperone protein HscA
OEAHBEAM_03373	CDS	516	hscB		COG1076	Co-chaperone protein HscB
OEAHBEAM_03374	CDS	324	iscA		COG0316	Iron-binding protein IscA
OEAHBEAM_03375	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
OEAHBEAM_03376	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
OEAHBEAM_03377	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
OEAHBEAM_03378	CDS	738	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
OEAHBEAM_03379	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
OEAHBEAM_03380	CDS	855			COG1073	putative protein
OEAHBEAM_03381	CDS	1281				hypothetical protein
OEAHBEAM_03382	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
OEAHBEAM_03383	CDS	891	hcaR_2			Hca operon transcriptional activator HcaR
OEAHBEAM_03384	CDS	1362	hcaE	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
OEAHBEAM_03385	CDS	519	hcaF	1.14.12.19	COG5517	3-phenylpropionate/cinnamic acid dioxygenase subunit beta
OEAHBEAM_03386	CDS	321	hcaC		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
OEAHBEAM_03387	CDS	813	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
OEAHBEAM_03388	CDS	1203	hcaD	1.18.1.3	COG0446	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
OEAHBEAM_03389	CDS	423	yphA		COG2259	Inner membrane protein YphA
OEAHBEAM_03390	CDS	873	yphB		COG2017	putative protein YphB
OEAHBEAM_03391	CDS	1062	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
OEAHBEAM_03392	CDS	999	rbsC_2		COG1172	Ribose import permease protein RbsC
OEAHBEAM_03393	CDS	1512	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
OEAHBEAM_03394	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
OEAHBEAM_03395	CDS	3282	lapB_2			Lipopolysaccharide assembly protein B
OEAHBEAM_03396	CDS	1194	mlc_2		COG1940	Protein mlc
OEAHBEAM_03397	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
OEAHBEAM_03398	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
OEAHBEAM_03399	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
OEAHBEAM_03400	CDS	1335	qseF		COG2204	Transcriptional regulatory protein QseF
OEAHBEAM_03401	CDS	714	qseG			Quorum-sensing regulator protein G
OEAHBEAM_03402	CDS	1383	glrK	2.7.13.3		Sensor histidine kinase GlrK
OEAHBEAM_03403	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
OEAHBEAM_03404	CDS	1557	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
OEAHBEAM_03405	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
OEAHBEAM_03406	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
OEAHBEAM_03407	CDS	849	murR_2		COG1737	HTH-type transcriptional regulator MurR
OEAHBEAM_03408	CDS	261	yfhL		COG1145	Ferredoxin YfhL
OEAHBEAM_03409	CDS	381	acpS_2	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
OEAHBEAM_03410	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
OEAHBEAM_03411	CDS	729	recO		COG1381	DNA repair protein RecO
OEAHBEAM_03412	CDS	906	era_2		COG1159	GTPase Era
OEAHBEAM_03413	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
OEAHBEAM_03414	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
OEAHBEAM_03415	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
OEAHBEAM_03416	CDS	480	rseC		COG3086	Protein RseC
OEAHBEAM_03417	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
OEAHBEAM_03418	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
OEAHBEAM_03419	CDS	576	rpoE		COG1595	ECF RNA polymerase sigma-E factor
OEAHBEAM_03420	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
OEAHBEAM_03421	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
OEAHBEAM_03422	CDS	1335	srmB_2	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
OEAHBEAM_03423	CDS	882	cmpR			HTH-type transcriptional activator CmpR
OEAHBEAM_03424	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
OEAHBEAM_03425	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
OEAHBEAM_03426	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
OEAHBEAM_03427	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
OEAHBEAM_03428	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
OEAHBEAM_03429	CDS	699				hypothetical protein
OEAHBEAM_03430	CDS	2661	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
OEAHBEAM_03431	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
OEAHBEAM_03432	CDS	273				hypothetical protein
OEAHBEAM_03433	CDS	1299	kgtP_1			Alpha-ketoglutarate permease
OEAHBEAM_03434	rRNA	111				5S ribosomal RNA
OEAHBEAM_03435	rRNA	2900				23S ribosomal RNA
OEAHBEAM_03436	tRNA	76				tRNA-Glu(ttc)
OEAHBEAM_03437	rRNA	1538				16S ribosomal RNA
OEAHBEAM_03438	CDS	2574	clpB		COG0542	Chaperone protein ClpB
OEAHBEAM_03439	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
OEAHBEAM_03440	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
OEAHBEAM_03441	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
OEAHBEAM_03442	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
OEAHBEAM_03443	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
OEAHBEAM_03444	CDS	1122	tyrA		COG0287	T-protein
OEAHBEAM_03445	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
OEAHBEAM_03446	CDS	363				hypothetical protein
OEAHBEAM_03447	CDS	519				hypothetical protein
OEAHBEAM_03448	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
OEAHBEAM_03449	CDS	483	pal_2			Peptidoglycan-associated lipoprotein
OEAHBEAM_03450	CDS	348	rplS		COG0335	50S ribosomal protein L19
OEAHBEAM_03451	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
OEAHBEAM_03452	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
OEAHBEAM_03453	CDS	249	rpsP		COG0228	30S ribosomal protein S16
OEAHBEAM_03454	CDS	1362	ffh		COG0541	Signal recognition particle protein
OEAHBEAM_03455	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
OEAHBEAM_03456	CDS	1242				hypothetical protein
OEAHBEAM_03457	CDS	594	grpE		COG0576	Protein GrpE
OEAHBEAM_03458	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
OEAHBEAM_03459	CDS	1662	recN		COG0497	DNA repair protein RecN
OEAHBEAM_03460	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
OEAHBEAM_03461	CDS	291				hypothetical protein
OEAHBEAM_03462	CDS	477	ratA		COG2867	Ribosome association toxin RatA
OEAHBEAM_03463	CDS	483	smpB		COG0691	SsrA-binding protein
OEAHBEAM_03464	CDS	126				hypothetical protein
OEAHBEAM_03465	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
OEAHBEAM_03466	CDS	249	dinI_3			DNA damage-inducible protein I
OEAHBEAM_03467	CDS	591				hypothetical protein
OEAHBEAM_03468	CDS	651				hypothetical protein
OEAHBEAM_03469	CDS	1059	hopW1-1			Effector protein hopW1-1
OEAHBEAM_03470	CDS	408				hypothetical protein
OEAHBEAM_03471	CDS	270				hypothetical protein
OEAHBEAM_03472	CDS	327				IS3 family transposase ISEc25
OEAHBEAM_03473	CDS	888				IS3 family transposase IS1203
OEAHBEAM_03474	CDS	645				hypothetical protein
OEAHBEAM_03475	CDS	348				hypothetical protein
OEAHBEAM_03476	CDS	381				hypothetical protein
OEAHBEAM_03477	CDS	231				hypothetical protein
OEAHBEAM_03478	CDS	345				hypothetical protein
OEAHBEAM_03479	CDS	216				hypothetical protein
OEAHBEAM_03480	CDS	1854				hypothetical protein
OEAHBEAM_03481	CDS	330				hypothetical protein
OEAHBEAM_03482	CDS	744				hypothetical protein
OEAHBEAM_03483	CDS	624				hypothetical protein
OEAHBEAM_03484	CDS	666	pphA_3	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
OEAHBEAM_03485	CDS	612				hypothetical protein
OEAHBEAM_03486	CDS	567				hypothetical protein
OEAHBEAM_03487	CDS	117				hypothetical protein
OEAHBEAM_03488	CDS	756			COG2826	IS30 family transposase IS30
OEAHBEAM_03489	CDS	303				hypothetical protein
OEAHBEAM_03490	CDS	1263				hypothetical protein
OEAHBEAM_03491	CDS	414				hypothetical protein
OEAHBEAM_03492	CDS	399				hypothetical protein
OEAHBEAM_03493	CDS	1632				hypothetical protein
OEAHBEAM_03494	CDS	1314				hypothetical protein
OEAHBEAM_03495	CDS	1206	xerC_3			Tyrosine recombinase XerC
OEAHBEAM_03496	CDS	207				hypothetical protein
OEAHBEAM_03497	CDS	852				hypothetical protein
OEAHBEAM_03498	CDS	4587				putative autotransporter
OEAHBEAM_03499	CDS	1374				hypothetical protein
OEAHBEAM_03500	tRNA	76				tRNA-Met(cat)
OEAHBEAM_03501	CDS	333				hypothetical protein
OEAHBEAM_03502	CDS	687				hypothetical protein
OEAHBEAM_03503	CDS	792				hypothetical protein
OEAHBEAM_03504	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
OEAHBEAM_03505	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
OEAHBEAM_03506	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
OEAHBEAM_03507	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
OEAHBEAM_03508	CDS	1401	gabP		COG1113	GABA permease
OEAHBEAM_03509	CDS	663	glaR		COG1802	HTH-type transcriptional repressor GlaR
OEAHBEAM_03510	CDS	450	kbp		COG1652	Potassium binding protein Kbp
OEAHBEAM_03511	CDS	159				hypothetical protein
OEAHBEAM_03512	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
OEAHBEAM_03513	CDS	525	ygaP		COG0607	Inner membrane protein YgaP
OEAHBEAM_03514	CDS	405	stpA		COG2916	DNA-binding protein StpA
OEAHBEAM_03515	CDS	450	alaE			L-alanine exporter AlaE
OEAHBEAM_03516	CDS	345				hypothetical protein
OEAHBEAM_03517	CDS	330	ygaM		COG4575	putative protein YgaM
OEAHBEAM_03518	CDS	1335	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
OEAHBEAM_03519	CDS	432				hypothetical protein
OEAHBEAM_03520	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
OEAHBEAM_03521	CDS	411	nrdI		COG1780	Protein NrdI
OEAHBEAM_03522	CDS	2145	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
OEAHBEAM_03523	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
OEAHBEAM_03524	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
OEAHBEAM_03525	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
OEAHBEAM_03526	CDS	993	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
OEAHBEAM_03527	CDS	267				putative transporter
OEAHBEAM_03528	CDS	918				putative transporter
OEAHBEAM_03529	CDS	738	ygaZ		COG1296	Inner membrane protein YgaZ
OEAHBEAM_03530	CDS	336				hypothetical protein
OEAHBEAM_03531	CDS	531	mprA		COG1846	Transcriptional repressor MprA
OEAHBEAM_03532	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
OEAHBEAM_03533	CDS	1539	emrB			Multidrug export protein EmrB
OEAHBEAM_03534	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
OEAHBEAM_03535	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
OEAHBEAM_03536	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
